id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
TPP1	3	0.77947	0.81056	1.0	13290	0	-0.012195	0.88503	0.86194	0.986866	14975	0	-0.012195
TM4SF4	3	0.77957	0.81074	1.0	13291	0	0.039585	0.042436	0.085117	0.797829	1802	1	0.039585
CCDC30	4	0.7796	0.81074	1.0	13292	0	0.18078	0.1153	0.18603	0.839266	3776	3	0.18078
SPEF2	2	0.77966	0.81119	1.0	13293	0	0.042578	0.66637	0.66034	0.970143	11608	0	0.042578
PHKA2	3	0.77968	0.81119	1.0	13294	0	0.041452	0.59888	0.60559	0.964735	10747	1	0.041452
KIAA1958	4	0.77968	0.81119	1.0	13295	0	-0.046527	0.44721	0.50035	0.944115	9089	1	-0.046527
FLOT1	4	0.7798	0.81129	1.0	13296	0	0.25687	0.074182	0.12569	0.800993	2652	3	0.25687
IL18R1	4	0.77982	0.81129	1.0	13297	0	-0.035354	0.48623	0.52622	0.949446	9485	1	-0.035354
LZTR1	4	0.77988	0.81129	1.0	13298	0	0.011308	0.014435	0.028271	0.548326	881	1	0.011308
FSIP2	4	0.77994	0.81129	1.0	13299	0	0.3518	0.058456	0.10489	0.797829	2230	3	0.3518
GPR97	4	0.77996	0.81129	1.0	13300	0	0.088441	0.025687	0.049065	0.664625	1269	2	0.088441
PEPD	2	0.78003	0.81129	1.0	13301	0	0.16704	0.23172	0.31725	0.913701	5959	1	0.16704
AQR	3	0.7801	0.81218	1.0	13302	0	0.020085	0.74519	0.72507	0.976648	12725	0	0.020085
SYNE3	3	0.78015	0.81218	1.0	13303	0	0.13064	0.33416	0.40957	0.926664	7567	1	0.13064
C4orf47	4	0.78024	0.81227	1.0	13304	0	-0.081035	0.93682	0.9223	0.99208	15919	0	-0.081035
UPRT	3	0.78027	0.81227	1.0	13305	0	0.079213	0.62474	0.62247	0.967152	11038	1	0.079213
CPLX1	3	0.78034	0.81261	1.0	13306	0	0.27485	0.12664	0.19977	0.839266	4063	2	0.27485
E2F8	4	0.78052	0.81305	1.0	13307	0	0.050822	0.29219	0.37354	0.920831	6953	2	0.050822
VPS13B	4	0.78056	0.81305	1.0	13308	0	0.092555	0.36869	0.43786	0.931838	8039	2	0.092555
RNASEH2B	3	0.7806	0.8134	1.0	13309	0	0.072713	0.2306	0.31582	0.913701	5937	2	0.072713
CPNE7	4	0.7806	0.8134	1.0	13310	0	0.004387	0.67801	0.66902	0.970143	11777	1	0.004387
WBP1	2	0.78064	0.8134	1.0	13311	0	0.05724	0.66023	0.65378	0.970143	11521	0	0.05724
ORMDL3	3	0.78065	0.8134	1.0	13312	0	0.21242	0.074363	0.12592	0.800993	2655	2	0.21242
ARC	2	0.7807	0.8134	1.0	13313	0	0.10031	0.58023	0.59663	0.964735	10534	0	0.10031
AWAT2	4	0.7807	0.8134	1.0	13314	0	0.10215	0.13264	0.20497	0.842468	4178	2	0.10215
OR2B6	2	0.78079	0.8134	1.0	13315	0	0.054059	0.66432	0.65872	0.970143	11576	0	0.054059
GCGR	3	0.7808	0.8134	1.0	13316	0	0.024365	0.49291	0.53081	0.952214	9559	1	0.024365
PSMA2	3	0.78083	0.8134	1.0	13317	0	-0.014138	0.1883	0.26515	0.879075	5167	1	-0.014138
GJA4	3	0.78089	0.8134	1.0	13318	0	0.0085636	0.69872	0.68477	0.971441	12064	1	0.0085636
SBNO1	3	0.78095	0.81398	1.0	13319	0	0.10757	0.21811	0.30041	0.901549	5716	2	0.10757
VSTM2B	4	0.78108	0.81436	1.0	13320	0	0.0045694	0.37549	0.4431	0.931838	8134	2	0.0045694
GPR115	2	0.78125	0.81466	1.0	13321	0	0.36167	0.17776	0.25649	0.876633	4991	1	0.36167
UTS2	5	0.78133	0.81466	1.0	13322	1	0.14089	0.054002	0.099597	0.797829	2112	3	0.14089
EDF1	4	0.7814	0.81466	1.0	13323	0	0.021145	0.45441	0.50633	0.946287	9164	1	0.021145
TAPBP	6	0.78142	0.81466	1.0	13324	1	0.01352	0.50391	0.53879	0.953396	9685	2	0.01352
BRIX1	3	0.78145	0.81466	1.0	13325	0	-0.057289	0.35349	0.42444	0.927882	7843	1	-0.057289
PPP1R18	3	0.78153	0.81466	1.0	13326	0	0.011442	0.85985	0.83661	0.984609	14549	0	0.011442
SLC9C1	6	0.78155	0.81466	1.0	13327	1	-0.049847	0.44525	0.50015	0.944115	9068	1	-0.049847
RABGAP1	3	0.7816	0.81466	1.0	13328	0	-0.036242	0.68138	0.67075	0.970143	11813	1	-0.036242
CAD	4	0.78162	0.81466	1.0	13329	0	-0.0082866	0.092058	0.1506	0.815256	3164	1	-0.0082866
LCP2	3	0.78167	0.81466	1.0	13330	0	-0.04458	0.89245	0.86942	0.986866	15103	0	-0.04458
C9orf170	3	0.7817	0.81466	1.0	13332	0	0.1246	0.48798	0.52658	0.949446	9509	1	0.1246
COL10A1	4	0.7817	0.81466	1.0	13331	0	-0.015903	0.87703	0.85396	0.984931	14843	0	-0.015903
SPACA7	3	0.78179	0.81466	1.0	13333	0	0.12595	0.47915	0.52084	0.948301	9418	1	0.12595
LRRN4	3	0.78184	0.81466	1.0	13334	0	-0.0044027	0.31901	0.39786	0.924042	7342	1	-0.0044027
CCDC63	4	0.78184	0.81466	1.0	13335	0	0.33806	0.013199	0.025423	0.531371	825	3	0.33806
GDPD1	2	0.78201	0.81484	1.0	13336	0	0.18309	0.057259	0.10329	0.797829	2198	1	0.18309
PAN3	4	0.78206	0.81518	1.0	13337	0	-0.016841	0.88644	0.86442	0.986866	14995	0	-0.016841
MT3	3	0.78218	0.81561	1.0	13338	0	0.0086179	0.24214	0.32581	0.915131	6115	1	0.0086179
ASB9	3	0.78228	0.81579	1.0	13339	0	0.020388	0.39814	0.4696	0.944115	8436	1	0.020388
ELL	4	0.78232	0.81579	1.0	13340	0	0.15375	0.21843	0.30042	0.901549	5720	2	0.15375
UTP20	3	0.78236	0.81579	1.0	13341	0	-0.046288	0.75807	0.73541	0.97748	12896	0	-0.046288
NUP214	3	0.78243	0.81579	1.0	13342	0	0.086224	0.44027	0.49872	0.944115	9017	1	0.086224
PSME2	2	0.78246	0.81579	1.0	13343	0	0.15426	0.30902	0.38714	0.924042	7186	1	0.15426
FBXL3	3	0.7825	0.81579	1.0	13344	0	0.43216	0.026381	0.05008	0.664625	1288	2	0.43216
GUCA2A	4	0.78252	0.81579	1.0	13345	0	0.023737	0.25572	0.34125	0.91976	6358	1	0.023737
LAMP2	3	0.78268	0.81579	1.0	13346	0	0.19775	0.15668	0.2333	0.857434	4622	2	0.19775
GLP1R	4	0.78269	0.81579	1.0	13347	0	-0.068821	0.78937	0.76518	0.978039	13412	1	-0.068821
SLC12A8	4	0.78279	0.81579	1.0	13348	0	0.2948	0.0017671	0.0025643	0.191097	227	2	0.2948
CAPS	4	0.78281	0.81579	1.0	13349	0	0.20235	0.099774	0.15965	0.815256	3357	3	0.20235
EXOC3L4	4	0.78293	0.81614	1.0	13350	0	0.16426	0.13723	0.21231	0.851893	4266	2	0.16426
LINS	4	0.78301	0.81614	1.0	13351	0	0.032449	0.85006	0.82687	0.984303	14395	0	0.032449
CMPK1	6	0.7831	0.81614	1.0	13352	1	-0.13496	0.27739	0.36211	0.91976	6722	2	-0.13496
KCNJ11	3	0.78312	0.81614	1.0	13353	0	0.019942	0.85895	0.83536	0.984609	14535	0	0.019942
ZNF835	2	0.78313	0.81614	1.0	13354	0	0.10056	0.52364	0.55377	0.958884	9900	1	0.10056
BIN1	6	0.78315	0.81614	1.0	13355	1	0.084343	0.03532	0.068989	0.746351	1582	4	0.084343
MALSU1	3	0.78316	0.81614	1.0	13356	0	0.32656	0.013957	0.026816	0.536296	862	2	0.32656
PCBD1	4	0.78319	0.81614	1.0	13357	0	0.13299	0.097244	0.15785	0.815256	3290	2	0.13299
SOX7	4	0.78343	0.81647	1.0	13358	0	0.052319	0.79733	0.77481	0.979784	13540	1	0.052319
OR4C6	2	0.78344	0.81647	1.0	13359	0	0.046003	0.64249	0.63711	0.968905	11279	0	0.046003
HEATR3	2	0.78366	0.81648	1.0	13360	0	0.21951	0.26661	0.35101	0.91976	6533	1	0.21951
BRMS1	4	0.78369	0.81648	1.0	13361	0	0.051122	0.020411	0.039006	0.613776	1094	1	0.051122
CEBPG	2	0.78376	0.81691	1.0	13362	0	0.103	0.45392	0.50614	0.946287	9157	1	0.103
HES5	6	0.78378	0.81691	1.0	13363	1	0.037999	0.095346	0.1556	0.815256	3253	3	0.037999
TUBB1	4	0.78386	0.81691	1.0	13364	0	0.066755	0.63339	0.63103	0.968392	11146	1	0.066755
MSLN	4	0.78388	0.81691	1.0	13365	0	-0.018102	0.88053	0.85674	0.984965	14907	0	-0.018102
KLK6	6	0.78409	0.81743	1.0	13366	1	0.016228	0.95185	0.94033	0.993803	16189	0	0.016228
SH2B3	3	0.78412	0.81743	1.0	13367	0	-0.03989	0.65055	0.64467	0.970143	11386	1	-0.03989
MTX1	2	0.78416	0.81743	1.0	13368	0	0.10933	0.43113	0.49499	0.944115	8914	1	0.10933
ALS2CR12	5	0.78418	0.81743	1.0	13369	1	0.076942	0.51925	0.55007	0.956592	9849	2	0.076942
OSTM1	4	0.7842	0.81743	1.0	13370	0	0.037815	0.26775	0.35149	0.91976	6558	1	0.037815
CERS5	4	0.78424	0.81784	1.0	13371	0	-0.043079	0.28076	0.36378	0.91976	6780	1	-0.043079
BACE2	4	0.7844	0.81819	1.0	13372	0	0.03507	0.35606	0.42684	0.929655	7873	2	0.03507
EDNRA	6	0.78443	0.81829	1.0	13373	1	0.14617	0.078387	0.13179	0.800993	2777	4	0.14617
SAA1	3	0.78461	0.81829	1.0	13374	0	0.09937	0.23335	0.31928	0.914878	5989	1	0.09937
NEK1	2	0.78473	0.81829	1.0	13376	0	0.18261	0.12585	0.19929	0.839266	4045	1	0.18261
PI15	3	0.78473	0.81829	1.0	13375	0	0.077642	0.79311	0.7694	0.978994	13474	0	0.077642
C5orf45	6	0.78474	0.81829	1.0	13377	1	0.18275	0.21642	0.29823	0.901373	5678	3	0.18275
MLXIPL	3	0.78483	0.81837	1.0	13378	0	0.11348	0.071648	0.12225	0.800993	2586	2	0.11348
NUP210	3	0.78484	0.81837	1.0	13379	0	0.070401	0.67531	0.66727	0.970143	11739	1	0.070401
FASLG	3	0.78493	0.81837	1.0	13380	0	0.079972	0.25695	0.34277	0.91976	6375	1	0.079972
GDE1	3	0.78503	0.81877	1.0	13381	0	0.14644	0.041389	0.083085	0.797829	1772	1	0.14644
PNO1	3	0.78508	0.81877	1.0	13382	0	0.00039249	0.38229	0.44743	0.931838	8228	1	0.00039249
C8orf22	3	0.78511	0.81877	1.0	13383	0	0.11589	0.1772	0.25562	0.876633	4984	2	0.11589
PROC	5	0.78512	0.81877	1.0	13384	1	0.062475	0.81969	0.79943	0.984303	13875	1	0.062475
PLA2G4E	4	0.78513	0.81877	1.0	13385	0	-0.051065	0.93238	0.91642	0.991138	15849	0	-0.051065
TRAM2	3	0.78528	0.81879	1.0	13386	0	0.004239	0.88462	0.86121	0.986679	14968	0	0.004239
GOLT1A	4	0.78531	0.81879	1.0	13387	0	0.061256	0.67793	0.66902	0.970143	11773	1	0.061256
TFF2	4	0.7855	0.81879	1.0	13388	0	-0.026072	0.071682	0.12225	0.800993	2587	1	-0.026072
C1orf129	3	0.78553	0.81879	1.0	13389	0	0.041452	0.65027	0.64421	0.970143	11379	1	0.041452
RNF150	5	0.78555	0.81894	1.0	13391	1	-0.083293	0.14604	0.22134	0.857434	4420	2	-0.083293
CCNI	3	0.78555	0.81894	1.0	13390	0	0.2717	0.17317	0.24845	0.868	4915	2	0.2717
C17orf58	4	0.78568	0.81894	1.0	13392	0	-0.035972	0.83688	0.81742	0.984303	14184	0	-0.035972
ATP1B2	4	0.78572	0.81894	1.0	13393	0	-0.089555	0.44432	0.49967	0.944115	9059	1	-0.089555
SFMBT1	2	0.78576	0.81894	1.0	13394	0	0.21459	0.18191	0.25889	0.876633	5060	1	0.21459
MED13L	3	0.7859	0.81894	1.0	13395	0	0.034208	0.43062	0.49492	0.944115	8907	1	0.034208
LSS	6	0.78602	0.81927	1.0	13396	1	0.064329	0.28608	0.36823	0.920385	6861	3	0.064329
EIF2S2	2	0.78603	0.81927	1.0	13397	0	0.21599	0.28401	0.36638	0.919932	6825	1	0.21599
DUSP19	5	0.78609	0.81927	1.0	13398	1	0.072835	0.3349	0.41071	0.926664	7576	2	0.072835
TEKT3	2	0.7861	0.81927	1.0	13399	0	0.33732	0.094791	0.15492	0.815256	3239	1	0.33732
RPS15A	2	0.78616	0.8193	1.0	13400	0	0.43429	0.17067	0.24475	0.863718	4870	1	0.43429
LRRC4B	3	0.78624	0.81931	1.0	13401	0	0.05239	0.78508	0.76052	0.97748	13338	0	0.05239
CYP51A1	3	0.78629	0.81931	1.0	13402	0	0.061444	0.24893	0.33455	0.91976	6229	1	0.061444
MCHR1	4	0.78631	0.81931	1.0	13403	0	0.13239	0.4269	0.49032	0.944115	8845	2	0.13239
OSTF1	3	0.78662	0.81931	1.0	13404	0	0.03464	0.33537	0.41079	0.926664	7587	1	0.03464
POU4F2	6	0.78664	0.81931	1.0	13405	1	0.091742	0.27121	0.35679	0.91976	6614	3	0.091742
ADAM32	3	0.78675	0.81931	1.0	13406	0	0.24391	0.14032	0.21464	0.853391	4315	2	0.24391
EIF3L	4	0.78682	0.81931	1.0	13407	0	-0.02965	0.9018	0.88063	0.989596	15254	0	-0.02965
OR2V2	2	0.7869	0.81931	1.0	13408	0	0.064653	0.65697	0.6519	0.970143	11475	0	0.064653
GTF2I	3	0.78692	0.81931	1.0	13410	0	0.1428	0.14548	0.22064	0.857434	4407	2	0.1428
DDX60L	4	0.78692	0.81931	1.0	13409	0	0.17629	0.21269	0.29447	0.899746	5601	2	0.17629
KRR1	3	0.78694	0.81931	1.0	13411	0	0.32291	0.037166	0.072777	0.760391	1640	2	0.32291
GRAMD3	5	0.78698	0.81931	1.0	13412	1	0.15174	0.11085	0.17761	0.832655	3648	3	0.15174
C9orf64	3	0.787	0.81931	1.0	13413	0	-0.026819	0.59194	0.60159	0.964735	10664	1	-0.026819
VIMP	3	0.78702	0.81931	1.0	13414	0	0.27433	0.10178	0.16219	0.815256	3405	2	0.27433
TLE2	6	0.78705	0.81931	1.0	13415	1	0.1402	0.086729	0.14155	0.803342	3018	3	0.1402
CFDP1	4	0.78709	0.81931	1.0	13416	0	0.16345	0.71324	0.69689	0.973165	12272	1	0.16345
HOXB9	4	0.78713	0.81931	1.0	13417	0	0.08228	0.30994	0.38845	0.924042	7201	2	0.08228
CORO2B	5	0.78714	0.81931	1.0	13418	1	-0.02098	0.81129	0.78894	0.982933	13744	1	-0.02098
C19orf40	4	0.78717	0.81931	1.0	13419	0	0.024503	0.47048	0.516	0.948301	9329	1	0.024503
ACTG1	4	0.78727	0.81931	1.0	13420	0	0.030145	0.23612	0.3222	0.915131	6029	1	0.030145
GLDN	3	0.78727	0.81931	1.0	13421	0	0.055431	0.7901	0.76621	0.97823	13423	0	0.055431
ZNF117	2	0.78743	0.81973	1.0	13422	0	0.18993	0.17058	0.24475	0.863718	4868	1	0.18993
AKAP10	4	0.78744	0.81973	1.0	13424	0	0.022422	0.12493	0.19859	0.839266	4019	1	0.022422
GZMB	3	0.78744	0.81973	1.0	13423	0	-0.049718	0.90299	0.8825	0.989673	15283	0	-0.049718
DPEP2	3	0.78747	0.81973	1.0	13425	0	-0.0060253	0.52227	0.55317	0.958884	9880	1	-0.0060253
LRRC32	4	0.78754	0.81973	1.0	13426	0	0.15194	0.29995	0.38009	0.921494	7067	2	0.15194
PRUNE2	4	0.7877	0.81983	1.0	13427	0	0.045019	0.86316	0.84022	0.984609	14613	0	0.045019
ODC1	2	0.78775	0.82014	1.0	13428	0	0.093292	0.61791	0.61761	0.964735	10968	0	0.093292
SNCA	4	0.78779	0.82014	1.0	13429	0	0.034102	0.70172	0.6862	0.971441	12113	1	0.034102
ELF5	5	0.78786	0.82014	1.0	13430	1	0.071347	0.17853	0.25681	0.876633	5004	3	0.071347
GLRX2	2	0.78793	0.82014	1.0	13431	0	0.076329	0.47237	0.51777	0.948301	9343	1	0.076329
PLEKHM3	4	0.78797	0.82014	1.0	13432	0	-0.058384	0.90425	0.88425	0.989673	15302	0	-0.058384
TPRKB	4	0.78803	0.82054	1.0	13433	0	0.047374	0.81813	0.79728	0.984303	13852	1	0.047374
SCN3A	2	0.78838	0.82094	1.0	13434	0	0.06852	0.46004	0.50934	0.9473	9222	1	0.06852
EIF2S1	4	0.78854	0.8212	1.0	13435	0	0.31401	0.04583	0.089809	0.797829	1895	3	0.31401
IGFL1	3	0.78855	0.8212	1.0	13436	0	0.15399	0.18313	0.2599	0.876633	5083	2	0.15399
GNAT1	4	0.78857	0.82121	1.0	13437	0	0.042271	0.62427	0.62243	0.967152	11033	1	0.042271
PSMD8	3	0.78877	0.82121	1.0	13438	0	0.002548	0.22903	0.31452	0.912739	5906	1	0.002548
CREB3L1	4	0.78883	0.82121	1.0	13439	0	0.29819	0.056545	0.10252	0.797829	2177	3	0.29819
ISX	4	0.78885	0.82121	1.0	13440	0	0.066143	0.2208	0.30313	0.904912	5754	1	0.066143
C10orf11	4	0.78892	0.82121	1.0	13441	0	0.30924	0.022778	0.043684	0.63567	1174	3	0.30924
PSMB6	3	0.78894	0.82121	1.0	13442	0	0.1125	0.2002	0.27868	0.888692	5376	2	0.1125
ADAM21	2	0.78898	0.82121	1.0	13443	0	0.166	0.46246	0.5117	0.9473	9250	1	0.166
NT5C3L	2	0.78904	0.82137	1.0	13444	0	0.053947	0.68316	0.67163	0.970143	11838	0	0.053947
ATG4D	3	0.78913	0.8217	1.0	13445	0	0.11986	0.16589	0.23988	0.857434	4789	2	0.11986
TMEM161A	4	0.78925	0.8217	1.0	13446	0	0.0088046	0.8551	0.83081	0.984303	14467	0	0.0088046
SCPEP1	4	0.78939	0.82171	1.0	13447	0	0.24498	0.099422	0.15917	0.815256	3349	3	0.24498
MAGEA12	2	0.78944	0.82171	1.0	13448	0	0.10865	0.56694	0.5877	0.964735	10382	1	0.10865
FBN1	2	0.7896	0.82248	1.0	13449	0	0.065859	0.6114	0.61442	0.964735	10890	0	0.065859
RGS17	4	0.78966	0.82248	1.0	13450	0	0.0099624	0.25469	0.34063	0.91976	6341	2	0.0099624
TMEM45B	4	0.78976	0.82249	1.0	13451	0	-0.046543	0.94365	0.93029	0.993727	16049	0	-0.046543
EDARADD	4	0.7898	0.82266	1.0	13452	0	0.051257	0.16685	0.2401	0.857434	4806	1	0.051257
ZBTB8B	6	0.78987	0.82266	1.0	13453	1	-0.073177	0.55817	0.5805	0.964735	10282	1	-0.073177
ECI2	4	0.78988	0.82266	1.0	13454	0	0.070539	0.10102	0.16184	0.815256	3382	1	0.070539
DCSTAMP	6	0.78993	0.82266	1.0	13455	1	-0.026544	0.094509	0.1543	0.815256	3228	2	-0.026544
SERPINB5	4	0.79001	0.82275	1.0	13456	0	0.30283	0.065858	0.11371	0.797829	2425	2	0.30283
KIAA0319L	5	0.79006	0.82275	1.0	13457	1	-0.013742	0.67779	0.66901	0.970143	11771	1	-0.013742
HNRNPM	4	0.7902	0.82284	1.0	13458	0	0.19562	0.026087	0.0497	0.664625	1280	3	0.19562
MLNR	3	0.79036	0.82284	1.0	13459	0	0.076097	0.26882	0.35303	0.91976	6574	2	0.076097
PRSS22	4	0.79046	0.82284	1.0	13460	0	0.18876	0.078965	0.13201	0.800993	2799	2	0.18876
DZIP1L	4	0.79049	0.82284	1.0	13461	0	-0.012325	0.77065	0.74955	0.97748	13105	1	-0.012325
RAET1E	4	0.79051	0.82284	1.0	13462	0	0.009621	0.48661	0.52648	0.949446	9494	1	0.009621
NFATC2IP	2	0.79053	0.82284	1.0	13463	0	0.085778	0.45276	0.50525	0.946287	9147	1	0.085778
SLCO1C1	4	0.79055	0.82284	1.0	13464	0	-0.010592	0.76634	0.74525	0.97748	13036	1	-0.010592
SCAMP5	2	0.79057	0.82284	1.0	13465	0	0.08569	0.53151	0.56105	0.961946	9982	1	0.08569
FABP4	3	0.79062	0.82284	1.0	13466	0	0.11247	0.6031	0.60916	0.964735	10797	1	0.11247
DAPK3	4	0.79065	0.8229	1.0	13467	0	0.09127	0.82765	0.80841	0.984303	14022	0	0.09127
CCDC75	3	0.79066	0.8229	1.0	13468	0	0.10295	0.24536	0.32936	0.917375	6163	2	0.10295
LIN7C	2	0.79074	0.82291	1.0	13469	0	0.19366	0.33825	0.41374	0.926664	7626	1	0.19366
NKIRAS1	2	0.79083	0.8236	1.0	13470	0	0.08136	0.63344	0.63149	0.968392	11147	0	0.08136
ZNF711	3	0.79086	0.8236	1.0	13471	0	0.075037	0.012751	0.023698	0.509449	802	1	0.075037
LETMD1	6	0.79115	0.82378	1.0	13472	1	-0.0047833	0.16793	0.24084	0.858623	4820	2	-0.0047833
NPY1R	4	0.79117	0.82378	1.0	13473	0	0.07978	0.11825	0.18993	0.839266	3858	2	0.07978
ZNF503	4	0.79123	0.82378	1.0	13474	0	0.32052	0.16199	0.23627	0.857434	4720	2	0.32052
DDX23	3	0.79128	0.82378	1.0	13475	0	0.14677	0.49668	0.53362	0.952214	9599	1	0.14677
LHFPL5	3	0.79148	0.82427	1.0	13476	0	0.12507	0.063252	0.11121	0.797829	2352	2	0.12507
DNAJC18	3	0.79153	0.82427	1.0	13477	0	0.063199	0.80758	0.78376	0.981182	13689	0	0.063199
HDAC5	2	0.79164	0.82468	1.0	13478	0	0.062638	0.53094	0.56096	0.961946	9976	1	0.062638
FARSA	3	0.79165	0.82468	1.0	13479	0	-0.067877	0.17819	0.25657	0.876633	4999	1	-0.067877
HOXA6	4	0.79171	0.82468	1.0	13480	0	0.2917	0.076187	0.12716	0.800993	2714	3	0.2917
ABI1	2	0.79178	0.82502	1.0	13481	0	0.024267	0.65982	0.65378	0.970143	11514	0	0.024267
WDR54	4	0.79181	0.82503	1.0	13482	0	0.15648	0.14689	0.22288	0.857434	4437	2	0.15648
OR2B3	2	0.79184	0.82503	1.0	13483	0	0.13345	0.5021	0.53783	0.953396	9669	1	0.13345
PCGF1	2	0.79192	0.82503	1.0	13484	0	0.1617	0.2779	0.36211	0.91976	6732	1	0.1617
LYST	6	0.79201	0.82503	1.0	13485	1	0.12404	0.67371	0.66566	0.970143	11719	2	0.12404
SRL	4	0.79211	0.82537	1.0	13486	0	0.26363	0.0071948	0.011108	0.361719	532	2	0.26363
WIPF3	3	0.79217	0.82537	1.0	13487	0	-0.013531	0.55366	0.57749	0.964735	10231	1	-0.013531
ACADSB	3	0.79221	0.82537	1.0	13488	0	0.33397	0.14344	0.22022	0.857434	4366	2	0.33397
PDXK	4	0.79223	0.82537	1.0	13489	0	0.07321	0.26428	0.3484	0.91976	6487	1	0.07321
PRPS2	3	0.79227	0.82537	1.0	13490	0	0.41669	0.016932	0.032535	0.579486	968	2	0.41669
SLC39A13	4	0.79234	0.82537	1.0	13491	0	0.070296	0.14067	0.21486	0.853391	4323	2	0.070296
HTATIP2	5	0.7924	0.82537	1.0	13492	1	0.025387	0.92649	0.91007	0.990189	15728	0	0.025387
YIF1B	4	0.79261	0.82537	1.0	13493	0	-0.047814	0.56424	0.58478	0.964735	10350	1	-0.047814
PCLO	4	0.79263	0.82537	1.0	13494	0	0.064487	0.48589	0.52596	0.949446	9479	1	0.064487
ZNF580	2	0.79264	0.82537	1.0	13495	0	0.10436	0.56262	0.58333	0.964735	10325	1	0.10436
PWP1	3	0.79266	0.82537	1.0	13496	0	0.084019	0.64205	0.63661	0.968392	11273	1	0.084019
C15orf26	3	0.79278	0.82537	1.0	13497	0	0.074528	0.36054	0.431	0.930863	7924	1	0.074528
LEMD2	3	0.79289	0.82545	1.0	13498	0	0.031679	0.49931	0.53558	0.952439	9631	1	0.031679
GIPC1	5	0.79296	0.82561	1.0	13499	1	-0.032776	0.41826	0.48417	0.944115	8721	2	-0.032776
GTF2E1	5	0.79298	0.82561	1.0	13500	1	0.23584	0.010761	0.018816	0.459688	705	3	0.23584
CLPSL2	3	0.79299	0.82561	1.0	13501	0	0.25823	0.42997	0.49479	0.944115	8892	1	0.25823
TSEN15	2	0.79309	0.82591	1.0	13502	0	0.061579	0.50155	0.53731	0.953396	9663	1	0.061579
NTS	3	0.79316	0.82591	1.0	13503	0	-0.0017597	0.60698	0.61224	0.964735	10835	1	-0.0017597
ITFG2	2	0.7932	0.82591	1.0	13504	0	0.36513	0.22888	0.31423	0.912739	5904	1	0.36513
ZC3H7B	3	0.7933	0.82592	1.0	13505	0	0.055366	0.54546	0.56999	0.963566	10140	1	0.055366
AP1S3	4	0.79332	0.82592	1.0	13506	0	0.11283	0.28776	0.36898	0.920613	6876	2	0.11283
CSNK1A1	3	0.79339	0.82592	1.0	13507	0	0.086585	0.69354	0.67977	0.971441	11991	1	0.086585
TAF9B	4	0.79342	0.82592	1.0	13508	0	0.09941	0.74241	0.7225	0.976488	12682	1	0.09941
CRTAM	4	0.79357	0.8264	1.0	13510	0	0.09467	0.19609	0.27421	0.885915	5310	2	0.09467
C16orf88	3	0.79357	0.8264	1.0	13509	0	-0.010434	0.78141	0.75974	0.97748	13287	0	-0.010434
DLGAP1	6	0.7936	0.8264	1.0	13511	1	0.042917	0.2339	0.31954	0.914878	5997	3	0.042917
DDX20	4	0.79361	0.8264	1.0	13512	0	0.22658	0.091495	0.14898	0.810976	3149	3	0.22658
MAPK3	4	0.79363	0.8264	1.0	13513	0	0.019234	0.24904	0.33455	0.91976	6231	2	0.019234
KRTAP4-2	2	0.79369	0.82657	1.0	13514	0	0.79823	0.010289	0.018246	0.459688	680	1	0.79823
ZSWIM2	5	0.79369	0.82657	1.0	13515	1	0.011891	0.31841	0.39718	0.924042	7333	2	0.011891
CDH24	4	0.79374	0.82657	1.0	13516	0	0.030199	0.23569	0.32163	0.915131	6022	2	0.030199
ZMYND11	3	0.79375	0.82657	1.0	13517	0	0.14697	0.10008	0.16001	0.815256	3364	2	0.14697
MAPK14	3	0.79381	0.82657	1.0	13518	0	0.14934	0.058384	0.10489	0.797829	2228	2	0.14934
FOXP2	2	0.79383	0.82657	1.0	13519	0	0.090418	0.28108	0.36381	0.91976	6786	1	0.090418
RRP36	4	0.79388	0.82657	1.0	13520	0	0.20124	0.023849	0.044706	0.637375	1207	2	0.20124
IBA57	4	0.7939	0.82657	1.0	13521	0	0.047485	0.7582	0.73588	0.97748	12898	1	0.047485
HACE1	2	0.79403	0.82665	1.0	13522	0	0.19405	0.5277	0.5587	0.961946	9943	1	0.19405
COL5A1	4	0.79411	0.82665	1.0	13523	0	0.20358	0.054562	0.10054	0.797829	2130	2	0.20358
BPIFC	3	0.79419	0.82707	1.0	13524	0	0.011613	0.7855	0.761	0.97748	13343	0	0.011613
DEFB114	3	0.7942	0.82707	1.0	13525	0	0.023277	0.70078	0.68575	0.971441	12093	1	0.023277
DHX30	6	0.79423	0.82707	1.0	13526	1	0.27106	0.037692	0.073744	0.761999	1656	4	0.27106
VRK3	4	0.79426	0.82707	1.0	13527	0	0.19786	0.083909	0.13756	0.800993	2929	3	0.19786
ZNF566	2	0.79438	0.82707	1.0	13528	0	0.043355	0.68654	0.67342	0.970143	11884	0	0.043355
ZP4	3	0.7944	0.82707	1.0	13529	0	0.22066	0.16284	0.2374	0.857434	4738	2	0.22066
DYNC2H1	3	0.79443	0.82707	1.0	13530	0	0.60214	0.00010427	0.00013045	0.042446	53	2	0.60214
SLC27A4	3	0.79453	0.82733	1.0	13531	0	-0.0079587	0.77969	0.75768	0.97748	13254	0	-0.0079587
