Gene	sgRNA	Pmel1_Input|beta	Pmel1_Input|z	Pmel1_Input|p-value	Pmel1_Input|fdr	Pmel1_Input|wald-p-value	Pmel1_Input|wald-fdr	Pmel1_Ctrl|beta	Pmel1_Ctrl|z	Pmel1_Ctrl|p-value	Pmel1_Ctrl|fdr	Pmel1_Ctrl|wald-p-value	Pmel1_Ctrl|wald-fdr	Pmel1|beta	Pmel1|z	Pmel1|p-value	Pmel1|fdr	Pmel1|wald-p-value	Pmel1|wald-fdr
1700011I03Rik	4	-0.058996	-0.24644	0.87548	0.98808	0.80534	0.99994	0.074538	0.30501	0.10551	0.72711	0.76036	1	-0.73126	-2.9858	0.25901	0.93533	0.002828	0.024096
Asb6	4	0.074745	0.28986	0.53718	0.90378	0.77192	0.99994	-0.013521	-0.050763	0.92956	0.99628	0.95951	1	0.46908	1.7675	0.020127	0.5781	0.077147	0.20473
Tmod3	4	0.16347	0.59725	0.21194	0.64852	0.55034	0.99994	-0.062925	-0.22505	0.46053	0.9681	0.82194	1	-0.72559	-2.5899	0.2644	0.93533	0.0096009	0.052415
Rptor	4	-0.94158	-2.1417	0.0071665	0.076093	0.032217	0.44289	0.11747	0.26253	0.018196	0.34291	0.79291	1	0.46332	1.0357	0.020889	0.57983	0.30036	0.49992
P3h2	4	0.029363	0.12531	0.74704	0.96326	0.90028	0.99994	-0.025336	-0.10629	0.90892	0.99524	0.91535	1	-0.61611	-2.584	0.39863	0.9486	0.0097671	0.052983
Glrp1	4	-0.0069452	-0.049818	0.91161	0.99138	0.96027	0.99994	-0.065469	-0.46075	0.43492	0.96515	0.64498	1	-0.15353	-1.0798	0.64219	0.97668	0.28022	0.47892
Timp4	4	-0.019387	-0.064303	0.96508	0.99378	0.94873	0.99994	-0.021628	-0.070048	0.9599	0.99628	0.94416	1	-0.23055	-0.74529	0.82135	0.99344	0.4561	0.64675
Smgc	4	0.036667	0.12991	0.71309	0.95716	0.89663	0.99994	0.061018	0.21221	0.16574	0.81351	0.83194	1	-1.8591	-6.4643	0.00091487	0.21951	1.0174e-10	8.3403e-08
Olfr456	4	-0.02431	-0.092855	0.98663	0.99733	0.92602	0.99994	0.016952	0.063378	0.53337	0.97419	0.94947	1	-0.52337	-1.953	0.54618	0.96629	0.050816	0.15527
D6Wsu163e	4	0.1564	0.64044	0.23243	0.67597	0.52188	0.99994	0.055094	0.21965	0.20051	0.84837	0.82614	1	-0.1437	-0.57224	0.61977	0.97256	0.56716	0.73946
Psmd12	4	-1.4878	-2.4825	0.00030496	0.006263	0.013047	0.22717	-0.073724	-0.11956	0.35553	0.93726	0.90484	1	0.50154	0.81431	0.016315	0.53769	0.41547	0.61249
Fam107b	4	0.28653	1.1368	0.025921	0.19123	0.2556	0.99994	-0.047851	-0.18521	0.62419	0.98614	0.85306	1	0.023391	0.090519	0.30714	0.93533	0.92787	0.9795
Slc43a3	4	0.0061162	0.018514	0.85443	0.98511	0.98523	0.99994	-0.00264	-0.0078177	0.77677	0.98741	0.99376	1	-0.033429	-0.098956	0.40041	0.9494	0.92117	0.97614
Nosip	4	-0.92007	-1.7586	0.0082338	0.084817	0.078653	0.82579	-0.029194	-0.054811	0.85621	0.98938	0.95629	1	-0.73471	-1.3793	0.25632	0.93533	0.1678	0.34381
Rela	4	0.023899	0.084195	0.77179	0.96936	0.9329	0.99994	0.03806	0.13188	0.32493	0.93395	0.89508	1	-2.3884	-8.2914	0	0	1.1192e-16	5.5053e-13
Slc17a9	4	0.21618	1.1867	0.096417	0.43313	0.23534	0.99994	-0.016254	-0.087198	0.96696	0.99661	0.93051	1	-0.55562	-2.9735	0.49194	0.96377	0.0029438	0.024678
Snx2	4	0.042619	0.12651	0.68427	0.94964	0.89933	0.99994	-0.0029823	-0.0086319	0.78221	0.98741	0.99311	1	-0.27868	-0.80485	0.93037	0.99908	0.42091	0.6176
Mucl2	4	0.04908	0.16655	0.65332	0.94127	0.86772	0.99994	-0.030432	-0.10034	0.84056	0.98799	0.92008	1	-0.045883	-0.15113	0.42333	0.95603	0.87988	0.95229
Wasf3	4	-0.15951	-0.82318	0.55177	0.90982	0.41041	0.99994	-0.029177	-0.1479	0.85652	0.98938	0.88242	1	0.1293	0.65543	0.17555	0.91647	0.51219	0.69542
Rcvrn	4	-0.050184	-0.18064	0.90907	0.99092	0.85665	0.99994	0.02762	0.097472	0.42155	0.95885	0.92235	1	0.1606	0.5669	0.14699	0.9015	0.57078	0.74229
Apool	4	0.32706	1.4012	0.0097078	0.094978	0.16115	0.99994	0.006814	0.028575	0.65616	0.98741	0.9772	1	-0.10004	-0.41949	0.52925	0.96626	0.67486	0.81861
Srxn1	4	0.16677	0.98675	0.20335	0.63589	0.32377	0.99994	-0.052692	-0.30377	0.56818	0.9837	0.7613	1	-0.33533	-1.9264	0.93997	0.99908	0.054049	0.16159
Slu7	4	-0.86988	-1.6706	0.01108	0.10436	0.094806	0.92894	0.01551	0.02893	0.55111	0.98049	0.97692	1	-1.3195	-2.451	0.017078	0.54545	0.014247	0.0673
Adam15	4	-0.022757	-0.068852	0.98053	0.99675	0.94511	0.99994	-0.10791	-0.31997	0.14541	0.79401	0.74899	1	-0.32592	-0.96502	0.96142	0.99908	0.33453	0.53508
Vmn2r87	4	0.12191	0.49715	0.34582	0.78814	0.61909	0.99994	0.10329	0.41213	0.034765	0.47238	0.68024	1	-0.43031	-1.7161	0.72823	0.98397	0.08615	0.22091
Lrrc4c	4	0.074485	0.28696	0.53804	0.90417	0.77414	0.99994	-0.02462	-0.093176	0.91883	0.99601	0.92576	1	-0.82562	-3.1221	0.17591	0.91647	0.0017958	0.017863
Qrfpr	4	-0.002011	-0.0084779	0.8895	0.98915	0.99324	0.99994	-0.1377	-0.56938	0.06033	0.60071	0.5691	1	-0.089351	-0.36925	0.50811	0.96626	0.71194	0.84458
Cst13	4	0.030064	0.16877	0.74307	0.96233	0.86598	0.99994	0.11825	0.648	0.017586	0.3343	0.51698	1	0.093487	0.51265	0.21347	0.93375	0.60819	0.77153
Rpp25l	4	-1.3158	-2.4898	0.00086404	0.014592	0.012783	0.22376	-0.13371	-0.24715	0.068717	0.6307	0.80479	1	-0.088565	-0.16359	0.50709	0.96626	0.87005	0.94576
Ajap1	4	0.080514	0.56162	0.50912	0.88693	0.57437	0.99994	-0.088124	-0.60348	0.2521	0.89761	0.54619	1	-0.21451	-1.4684	0.78257	0.98781	0.14199	0.30759
Cldn34b1	4	0.078442	0.24801	0.51929	0.89403	0.80413	0.99994	-0.034485	-0.1068	0.78673	0.98741	0.91495	1	-0.72834	-2.2526	0.26201	0.93533	0.024287	0.095626
Eml4	4	0.072879	0.30589	0.54506	0.90702	0.75969	0.99994	0.045527	0.18664	0.26551	0.90603	0.85195	1	-0.32362	-1.3246	0.96651	0.99908	0.18532	0.36622
Nme4	4	0.21031	0.66881	0.10536	0.45371	0.50362	0.99994	-0.1072	-0.33367	0.14872	0.79554	0.73863	1	-0.81419	-2.5297	0.1847	0.92235	0.011416	0.05866
Cfap73	4	0.16967	0.63829	0.19543	0.62559	0.52328	0.99994	-0.045246	-0.16573	0.65403	0.98741	0.86837	1	-0.50768	-1.849	0.57433	0.96858	0.064458	0.18156
Defb20	4	0.1211	0.52771	0.34831	0.7897	0.5977	0.99994	-0.087432	-0.37328	0.25647	0.90159	0.70894	1	-0.29522	-1.2596	0.96879	0.99908	0.2078	0.39483
Sap30	4	-0.15582	-0.38883	0.56147	0.91518	0.6974	0.99994	-0.16851	-0.41118	0.022465	0.37416	0.68094	1	-0.96253	-2.3414	0.097332	0.83348	0.019212	0.081782
Wsb1	4	0.08882	0.37871	0.4737	0.86841	0.7049	0.99994	0.024401	0.10185	0.4554	0.9681	0.91888	1	-0.37647	-1.5696	0.84452	0.99551	0.11651	0.27017
Nfkbid	4	-0.053494	-0.36838	0.89682	0.99037	0.71259	0.99994	-0.0065006	-0.044033	0.82963	0.98741	0.96488	1	-0.34498	-2.3359	0.9168	0.99908	0.019495	0.082701
Aox1	4	-0.075163	-0.35387	0.81647	0.97984	0.72344	0.99994	0.03045	0.14073	0.39344	0.94626	0.88808	1	-0.50606	-2.3375	0.57779	0.96858	0.019413	0.082479
Ppp1r14a	4	0.052855	0.2695	0.63736	0.93928	0.78755	0.99994	-0.09281	-0.46329	0.22287	0.86767	0.64315	1	-0.26359	-1.3136	0.89535	0.99908	0.18898	0.37091
Ak4	4	0.026134	0.16023	0.76188	0.96736	0.8727	0.99994	-0.017015	-0.10252	0.97789	0.99772	0.91834	1	-0.312	-1.8795	0.99207	0.99908	0.060172	0.17321
Sdr39u1	4	0.11221	0.43813	0.38048	0.81334	0.66129	0.99994	-0.049607	-0.1885	0.60422	0.98614	0.85048	1	-0.34799	-1.3161	0.91055	0.99908	0.18816	0.36981
Lig3	4	-0.73624	-1.4792	0.022262	0.17237	0.13909	0.99994	-0.26867	-0.52476	0.0012706	0.063882	0.59975	1	0.10852	0.21176	0.1972	0.92481	0.8323	0.92209
Zdhhc2	4	0.064532	0.27278	0.58348	0.92269	0.78502	0.99994	0.028965	0.12019	0.40844	0.9557	0.90433	1	-0.27405	-1.1369	0.92015	0.99908	0.25556	0.45116
Cth	4	0.24019	0.79126	0.063685	0.33947	0.42879	0.99994	-0.057744	-0.18643	0.51339	0.97267	0.8521	1	-0.50151	-1.6188	0.58602	0.96949	0.10549	0.25246
Gm13057	4	-0.11246	-0.37142	0.68686	0.95015	0.71033	0.99994	-0.054956	-0.17759	0.54307	0.97857	0.85905	1	-0.4293	-1.3846	0.73017	0.98397	0.16617	0.3412
Ncf2	4	0.29711	0.91637	0.020686	0.16352	0.35947	0.99994	0.10349	0.30816	0.034562	0.47189	0.75796	1	-0.99319	-2.9349	0.084574	0.8125	0.0033369	0.02683
Nit2	4	0.092235	0.43236	0.46058	0.86141	0.66548	0.99994	0.087039	0.39855	0.066785	0.62542	0.69022	1	-0.23869	-1.0923	0.84107	0.99459	0.27471	0.4727
Gm10334	4	-0.60711	-1.2478	0.045896	0.27589	0.21209	0.99994	-0.18625	-0.37288	0.012961	0.28115	0.70923	1	-0.67135	-1.3394	0.32839	0.93533	0.18044	0.35989
Rpn2	4	-1.62	-2.8317	0.0002033	0.0047962	0.0046299	0.10224	-0.19389	-0.33289	0.0098094	0.23886	0.73921	1	0.015197	0.026082	0.32076	0.93533	0.97919	1
Snapc3	4	-1.0085	-1.9628	0.0046252	0.054361	0.049668	0.60697	-0.047522	-0.08972	0.62831	0.98614	0.92851	1	-0.073992	-0.13956	0.47848	0.96377	0.88901	0.95722
1600012H06Rik	4	0.045762	0.19217	0.66968	0.94663	0.84761	0.99994	-0.061699	-0.25329	0.47344	0.96838	0.80005	1	-0.37261	-1.5261	0.85296	0.99624	0.12699	0.28625
Hsdl1	4	0.087223	0.38697	0.48061	0.8714	0.69878	0.99994	-0.088567	-0.38549	0.24915	0.89375	0.69987	1	-0.4072	-1.7706	0.77759	0.98735	0.076634	0.20378
Cldn34c4	4	0.26646	1.2914	0.039034	0.24959	0.19655	0.99994	-0.035445	-0.16788	0.77423	0.98741	0.86668	1	-0.43929	-2.0765	0.70841	0.98183	0.037845	0.12814
Zfp46	4	-0.018943	-0.086131	0.96285	0.99334	0.93136	0.99994	-0.013134	-0.058471	0.92432	0.99601	0.95337	1	0.13637	0.60729	0.16788	0.91028	0.54366	0.71972
Prl5a1	4	0.21841	0.98832	0.092147	0.42114	0.323	0.99994	-0.15252	-0.67461	0.038069	0.49439	0.49993	1	-0.6108	-2.6965	0.40661	0.95245	0.0070075	0.042911
Tmem218	4	0.11222	0.37366	0.38048	0.81334	0.70866	0.99994	0.088765	0.2894	0.06277	0.61106	0.77228	1	-0.66894	-2.1765	0.33154	0.93533	0.029518	0.10857
2010111I01Rik	4	0.12294	0.48985	0.3418	0.78398	0.62424	0.99994	-0.011658	-0.045228	0.90506	0.99524	0.96393	1	-0.72645	-2.7955	0.26363	0.93533	0.0051812	0.035255
Dnajc9	4	-0.90016	-1.4879	0.009047	0.090081	0.13679	0.99994	0.060924	0.097119	0.16635	0.81403	0.92263	1	0.046903	0.074809	0.27212	0.93533	0.94037	0.98623
Hus1b	4	0.12584	0.67305	0.33128	0.77604	0.50092	0.99994	-0.075715	-0.39688	0.33952	0.93599	0.69146	1	-0.53764	-2.813	0.52203	0.96626	0.0049081	0.034207
Sft2d3	4	-0.11785	-0.60752	0.66968	0.94663	0.54351	0.99994	0.036967	0.18697	0.3353	0.93497	0.85168	1	0.18836	0.95278	0.12473	0.87571	0.3407	0.54089
Als2cr11	4	0.096918	0.48675	0.44163	0.85039	0.62644	0.99994	0.0078337	0.038296	0.64346	0.98664	0.96945	1	-0.43295	-2.112	0.72325	0.98289	0.034682	0.12086
Zfp384	4	-0.14054	-0.45752	0.60295	0.93036	0.6473	0.99994	-0.0045297	-0.014473	0.80356	0.98741	0.98845	1	-1.4361	-4.5832	0.0096061	0.46552	4.5795e-06	0.00040405
Fam83e	4	-0.27126	-1.0125	0.31355	0.76142	0.31132	0.99994	-0.043759	-0.16046	0.67248	0.98741	0.87252	1	-0.94099	-3.448	0.10714	0.84659	0.00056467	0.0087869
Olig3	4	0.20673	0.99313	0.11146	0.46849	0.32064	0.99994	-0.0084426	-0.039707	0.85794	0.98945	0.96833	1	-0.050819	-0.23896	0.43309	0.95696	0.81114	0.90928
Nmrk2	4	-0.19343	-0.72116	0.46755	0.86571	0.47081	0.99994	-0.067897	-0.24665	0.40945	0.95577	0.80518	1	-0.023237	-0.084351	0.38201	0.94331	0.93278	0.98206
Gpr19	4	0.12854	0.67496	0.32315	0.77132	0.4997	0.99994	-0.0045615	-0.023453	0.80366	0.98741	0.98129	1	-0.062625	-0.32188	0.45586	0.95913	0.74754	0.86931
Spi1	4	0.083271	0.28959	0.49825	0.88293	0.77213	0.99994	-0.049683	-0.16982	0.60361	0.98614	0.86515	1	-1.0628	-3.6325	0.062414	0.76918	0.00028071	0.0056185
Afap1	4	0.21293	1.0794	0.10191	0.44645	0.28041	0.99994	-0.055665	-0.27531	0.53535	0.97591	0.78308	1	0.14189	0.70184	0.16315	0.9094	0.48278	0.67095
Zfp607a	4	0.028504	0.07062	0.75116	0.96476	0.9437	0.99994	-0.015723	-0.037588	0.95914	0.99628	0.97002	1	0.52754	1.2638	0.014028	0.50091	0.20631	0.39261
Zdhhc1	4	0.11245	0.87128	0.37967	0.81319	0.3836	0.99994	-0.090687	-0.68818	0.23456	0.87989	0.49134	1	0.055014	0.41739	0.26099	0.93533	0.6764	0.81982
Crtam	4	0.056984	0.32991	0.61774	0.93433	0.74147	0.99994	0.010265	0.058316	0.61398	0.98614	0.9535	1	-0.6382	-3.622	0.36884	0.94249	0.00029235	0.0057751
Angptl6	4	-0.18456	-0.66234	0.48681	0.87478	0.50775	0.99994	-0.011323	-0.039719	0.90048	0.99524	0.96832	1	-0.57314	-2.0056	0.46424	0.96016	0.044903	0.14291
Stc2	4	-0.057048	-0.22409	0.88224	0.98843	0.82268	0.99994	0.077664	0.29918	0.093875	0.7053	0.7648	1	-0.95727	-3.6807	0.099466	0.8385	0.00023259	0.004974
Rtn2	4	0.11827	0.63034	0.36	0.80032	0.52847	0.99994	0.0011806	0.0061707	0.72651	0.98741	0.99508	1	-0.25879	-1.3522	0.88544	0.99823	0.17631	0.35481
2210407C18Rik	4	0.15281	0.69604	0.24198	0.68689	0.4864	0.99994	0.033333	0.14878	0.36661	0.93754	0.88173	1	0.0043858	0.019574	0.33657	0.93533	0.98438	1
Nos1ap	4	0.15957	0.76294	0.22262	0.66434	0.4455	0.99994	0.049089	0.22893	0.23898	0.88071	0.81892	1	-0.012945	-0.060367	0.36508	0.93957	0.95186	0.99197
Dusp11	4	-0.85125	-1.8857	0.011893	0.11007	0.059334	0.6859	-0.40457	-0.87848	0.00010165	0.013699	0.37968	1	-1.0097	-2.1934	0.078526	0.79897	0.028281	0.10552
Klra3	4	0.18394	0.8825	0.16046	0.57089	0.37751	0.99994	-0.049293	-0.23159	0.60864	0.98614	0.81686	1	-0.66137	-3.1032	0.34064	0.93533	0.0019145	0.018656
H1fx	4	0.068623	0.31538	0.56549	0.91572	0.75247	0.99994	0.073918	0.33313	0.1077	0.73159	0.73903	1	-0.68819	-3.0996	0.30821	0.93533	0.0019379	0.018838
Specc1l	4	-0.081213	-0.26344	0.79238	0.97457	0.79221	0.99994	0.010667	0.033907	0.6093	0.98614	0.97295	1	-0.12773	-0.40577	0.58592	0.96949	0.68491	0.82622
Sbsn	4	-0.068752	-0.33062	0.84	0.98289	0.74093	0.99994	0.083538	0.39532	0.076645	0.65355	0.6926	1	-0.45429	-2.1492	0.67598	0.979	0.03162	0.11351
Sf3a2	4	-2.1186	-4.4309	0.00010165	0.0038462	9.3842e-06	0.00058061	-0.14896	-0.30732	0.042541	0.52015	0.7586	1	-0.00037422	-0.00077148	0.34409	0.93533	0.99938	1
Rarres2	4	0.00024566	0.0012977	0.88046	0.98808	0.99896	0.99994	-0.069811	-0.36167	0.38856	0.94336	0.7176	1	-0.28325	-1.4655	0.94053	0.99908	0.14278	0.30841
Mfap2	4	-0.36638	-1.2332	0.18577	0.61345	0.21751	0.99994	-0.10348	-0.343	0.16402	0.81182	0.7316	1	-0.92893	-3.0799	0.11243	0.85616	0.0020708	0.019737
Gpr18	4	0.21541	0.63106	0.097128	0.43392	0.528	0.99994	-0.037495	-0.10747	0.74867	0.98741	0.91442	1	-1.0349	-2.9626	0.070089	0.77778	0.0030507	0.025262
Klra5	4	0.34511	1.1519	0.0063532	0.070067	0.24935	0.99994	-0.11731	-0.38236	0.11075	0.73823	0.7022	1	-0.54012	-1.7583	0.51787	0.96626	0.078691	0.20754
Ccdc158	4	0.074187	0.41679	0.53931	0.90485	0.67683	0.99994	0.022413	0.12338	0.47492	0.96838	0.9018	1	-0.026471	-0.14571	0.38785	0.94433	0.88415	0.9549
Eif3a	4	-2.4447	-4.3678	0	0	1.2553e-05	0.00072642	0.073636	0.12961	0.10892	0.73365	0.89688	1	-0.39069	-0.68743	0.8153	0.99319	0.49181	0.67857
Diras2	4	0.29343	1.2346	0.02277	0.1748	0.21698	0.99994	-0.073082	-0.29989	0.36005	0.93726	0.76426	1	-0.36608	-1.4998	0.8677	0.99624	0.13367	0.29515
Olfr1333	4	-0.32423	-1.0653	0.23619	0.67879	0.28672	0.99994	-0.080741	-0.25907	0.30145	0.92585	0.79558	1	0.68235	2.192	0.0070648	0.42813	0.028382	0.1058
Mkrn2os	4	-0.14785	-0.65504	0.58236	0.92234	0.51244	0.99994	-0.088096	-0.38067	0.25215	0.89761	0.70345	1	0.14393	0.62211	0.16081	0.90659	0.53387	0.713
Atxn7l3	4	-0.65534	-1.688	0.03507	0.23414	0.091415	0.90837	0.027783	0.070133	0.41967	0.95871	0.94409	1	-0.45464	-1.1471	0.67543	0.979	0.25135	0.44637
Lemd2	4	-0.53151	-1.4686	0.070394	0.36049	0.14194	0.99994	-0.059888	-0.16229	0.49042	0.97007	0.87108	1	-1.5247	-4.1283	0.0059466	0.41786	3.6542e-05	0.0015811
Fut11	4	-0.038452	-0.2185	0.95426	0.99289	0.82704	0.99994	0.018253	0.10174	0.51954	0.97267	0.91896	1	0.11321	0.63107	0.19217	0.92481	0.528	0.70939
Trmt1	4	-0.21317	-0.95063	0.42313	0.84125	0.34179	0.99994	-0.084298	-0.36819	0.27588	0.91414	0.71273	1	-0.56536	-2.4659	0.47731	0.9632	0.013666	0.065451
Matn1	4	-0.049342	-0.27777	0.91243	0.99139	0.78119	0.99994	-0.028579	-0.15794	0.86475	0.99097	0.8745	1	-0.25173	-1.3903	0.87029	0.99624	0.16443	0.33893
Wbp1l	4	-0.11346	-0.46837	0.6833	0.94964	0.63952	0.99994	-0.054317	-0.21955	0.55004	0.98049	0.82623	1	-0.28021	-1.1309	0.93301	0.99908	0.25808	0.45422
Mapk11	4	-0.047479	-0.3226	0.91863	0.99254	0.747	0.99994	0.034747	0.23223	0.35517	0.93726	0.81636	1	-0.1165	-0.77847	0.56335	0.96858	0.43629	0.62961
Krtap26-1	4	0.21612	1.0118	0.096468	0.43313	0.31165	0.99994	0.11693	0.53499	0.018602	0.34496	0.59266	1	-0.14337	-0.65585	0.61936	0.97256	0.51192	0.6953
Ulk1	4	0.0076156	0.028642	0.84767	0.98424	0.97715	0.99994	0.020432	0.075477	0.49601	0.97134	0.93983	1	-0.26605	-0.98221	0.9017	0.99908	0.326	0.52666
Sh3bp4	4	-0.0075517	-0.035099	0.91476	0.99201	0.972	0.99994	-0.10156	-0.46202	0.17494	0.82266	0.64407	1	-0.18565	-0.84362	0.71421	0.98266	0.39888	0.59739
H2-T22	4	0.045276	0.24745	0.67227	0.948	0.80456	0.99994	-0.10762	-0.57614	0.14694	0.7946	0.56452	1	-0.59439	-3.1747	0.43212	0.95696	0.0014997	0.015984
Bak1	4	-0.0030459	-0.015336	0.89403	0.99026	0.98776	0.99994	-0.034336	-0.1685	0.78912	0.98741	0.86619	1	0.37123	1.8237	0.037052	0.69962	0.068204	0.18838
Hist1h1c	4	-0.32213	-1.0419	0.23873	0.6832	0.29746	0.99994	-0.055546	-0.17625	0.53672	0.97622	0.86009	1	-0.97261	-3.0823	0.093062	0.82519	0.0020542	0.01961
Chst4	4	0.1279	0.47292	0.32554	0.77339	0.63627	0.99994	0.049178	0.17805	0.23853	0.88071	0.85868	1	-0.85728	-3.0988	0.15421	0.90348	0.0019429	0.018878
Olfr1402	4	-0.0219	-0.044317	0.97611	0.99539	0.96465	0.99994	0.05318	0.10459	0.21159	0.85591	0.9167	1	-0.49158	-0.96127	0.6033	0.97086	0.33642	0.53687
Mslnl	4	0.10647	0.47328	0.40366	0.82859	0.63601	0.99994	-0.069494	-0.30233	0.39222	0.94507	0.7624	1	-0.22529	-0.97887	0.80757	0.99201	0.32765	0.52861
Fut1	4	0.13322	0.45807	0.30506	0.75345	0.6469	0.99994	-0.021454	-0.07215	0.96168	0.99628	0.94248	1	0.031749	0.10676	0.29362	0.93533	0.91498	0.97193
Cep57l1	4	0.098093	0.33392	0.4372	0.84883	0.73844	0.99994	-0.02715	-0.090252	0.88488	0.99356	0.92809	1	0.17507	0.58207	0.1353	0.89028	0.56052	0.73368
Ptk2b	4	0.09187	0.55228	0.46252	0.86289	0.58076	0.99994	0.092113	0.5423	0.05479	0.57647	0.58761	1	-0.34672	-2.0403	0.91288	0.99908	0.041319	0.13527
Lef1	4	0.19703	0.76087	0.12991	0.51233	0.44674	0.99994	-0.0063292	-0.023884	0.82729	0.98741	0.98094	1	-0.059703	-0.22522	0.45042	0.95746	0.82181	0.91552
Gpr132	4	-0.019532	-0.096733	0.96549	0.99378	0.92294	0.99994	-0.063122	-0.30577	0.45881	0.9681	0.75978	1	0.2043	0.98995	0.11248	0.85616	0.3222	0.52285
Myo15	4	0.17061	1.2224	0.19319	0.62336	0.22157	0.99994	-0.038217	-0.26808	0.73982	0.98741	0.78864	1	-0.29682	-2.0799	0.97245	0.99908	0.037532	0.12732
Havcr1	4	0.18674	1.0426	0.15304	0.55637	0.29714	0.99994	-0.060296	-0.32983	0.48712	0.97007	0.74153	1	-0.64341	-3.5141	0.36163	0.93789	0.00044124	0.0075256
Terf2ip	4	0.052568	0.217	0.63848	0.93928	0.82821	0.99994	-0.057662	-0.23246	0.51426	0.97267	0.81618	1	-0.07229	-0.29115	0.47512	0.96264	0.77093	0.88475
Tnfrsf18	4	0.2347	0.90008	0.070648	0.36123	0.36808	0.99994	-0.032752	-0.12251	0.80895	0.98741	0.9025	1	-0.55233	-2.0568	0.49708	0.9644	0.039703	0.13197
Rundc3b	4	0.062996	0.34043	0.59009	0.9249	0.73353	0.99994	-0.01634	-0.086742	0.96813	0.99661	0.93088	1	-0.51579	-2.7371	0.55934	0.96858	0.0061981	0.039619
Acp1	4	-0.042799	-0.18839	0.93779	0.99254	0.85057	0.99994	0.03823	0.16489	0.32366	0.93395	0.86903	1	-0.34247	-1.4756	0.9228	0.99908	0.14004	0.30443
Asb1	4	0.023996	0.087624	0.77133	0.96891	0.93018	0.99994	-0.042632	-0.15282	0.68529	0.98741	0.87854	1	-0.13025	-0.46667	0.59105	0.96949	0.64073	0.79509
Spin4	4	0.14113	0.44451	0.27827	0.72732	0.65667	0.99994	-0.089015	-0.27378	0.24554	0.88985	0.78426	1	-1.1324	-3.4634	0.045032	0.73042	0.00053338	0.0084771
Il10ra	4	-0.036001	-0.14477	0.96249	0.99318	0.88489	0.99994	0.033831	0.13375	0.36269	0.93726	0.8936	1	-0.86404	-3.4144	0.14999	0.90229	0.00063913	0.0094761
Krt76	4	0.13337	0.86015	0.30435	0.75264	0.38971	0.99994	-0.11613	-0.73432	0.11548	0.75171	0.46276	1	-0.27321	-1.7267	0.91832	0.99908	0.084215	0.21752
Slc26a7	4	0.17583	0.98654	0.17977	0.60379	0.32387	0.99994	-0.038765	-0.21279	0.73225	0.98741	0.83149	1	-0.45545	-2.4964	0.6741	0.979	0.012548	0.062137
Chd2	4	0.045112	0.17716	0.67314	0.948	0.85938	0.99994	0.047414	0.18257	0.25184	0.89761	0.85513	1	-0.51572	-1.9836	0.55954	0.96858	0.047305	0.14821
Fshb	4	0.17037	0.88871	0.1938	0.62365	0.37416	0.99994	-0.015899	-0.081387	0.96127	0.99628	0.93513	1	-0.16246	-0.83154	0.66257	0.979	0.40567	0.60325
Fubp1	4	0.065037	0.19039	0.5816	0.92234	0.849	0.99994	-0.096554	-0.27689	0.20025	0.84792	0.78186	1	-0.88422	-2.5291	0.13728	0.89028	0.011436	0.058716
Pde4b	4	0.046071	0.33766	0.66841	0.9466	0.73562	0.99994	-0.039517	-0.28366	0.72366	0.98741	0.77667	1	-0.15832	-1.136	0.65286	0.97844	0.25595	0.45161
Ncor2	4	-0.028294	-0.13239	0.99634	0.99944	0.89468	0.99994	0.019199	0.088406	0.50978	0.97267	0.92955	1	-0.32397	-1.4916	0.96584	0.99908	0.1358	0.29814
Ankrd9	4	-0.017497	-0.10273	0.95598	0.99289	0.91818	0.99994	-0.090109	-0.5201	0.23858	0.88071	0.60299	1	-0.25136	-1.4502	0.86999	0.99624	0.147	0.31449
Stil	4	-0.58294	-1.5986	0.052706	0.3035	0.10992	0.99754	-0.15463	-0.41713	0.035476	0.47678	0.67658	1	-0.79924	-2.1565	0.19537	0.92481	0.031044	0.11215
Fam189a1	4	0.11914	0.58355	0.35614	0.79736	0.55952	0.99994	0.0033772	0.016124	0.69916	0.98741	0.98714	1	-0.25208	-1.2001	0.87095	0.99624	0.23012	0.42117
Actr1b	4	-0.11093	-0.72348	0.69205	0.95217	0.46938	0.99994	0.1063	0.6764	0.030546	0.44094	0.49879	1	0.14296	0.91109	0.16208	0.9094	0.36225	0.56167
Sfrp2	4	-0.1674	-1.1654	0.53108	0.90038	0.24385	0.99994	0.027675	0.18952	0.42079	0.95871	0.84969	1	-0.30317	-2.0756	0.98724	0.99908	0.037929	0.12831
Fgfr1	4	0.18072	0.45165	0.16803	0.58225	0.65152	0.99994	0.067563	0.16259	0.13489	0.77807	0.87084	1	0.069696	0.1678	0.24203	0.93533	0.86674	0.94408
Gmnn	4	-0.2515	-0.85065	0.34714	0.7888	0.39497	0.99994	-0.053076	-0.17581	0.56442	0.98266	0.86044	1	-0.14988	-0.4961	0.6341	0.97591	0.61982	0.77983
Slc29a1	4	0.025421	0.18706	0.76524	0.96768	0.85162	0.99994	-0.073633	-0.5301	0.35624	0.93726	0.59604	1	-0.0020031	-0.014413	0.34673	0.93533	0.9885	1
Zfp24	4	0.071896	0.24644	0.54917	0.90853	0.80534	0.99994	-0.054301	-0.18091	0.55004	0.98049	0.85644	1	0.33061	1.1027	0.04859	0.73891	0.27015	0.46749
