id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Akr1c12	4	0.98077	0.98077	1.0	18757	0	0.64415	0.11733	0.135	1.0	2440	1	0.64415
Cystm1	4	0.98081	0.98082	1.0	18758	0	0.7318	0.13561	0.15027	1.0	2715	1	0.7318
Atxn2	4	0.98086	0.98087	1.0	18759	0	0.63736	0.53619	0.53571	1.0	9865	0	0.63736
Gdf7	4	0.98091	0.98092	1.0	18760	0	0.69176	0.35314	0.35264	1.0	6457	0	0.69176
Tmem216	4	0.98099	0.981	1.0	18761	0	0.65547	0.471	0.47077	1.0	8635	0	0.65547
Ctps	1	0.98101	0.98107	1.0	18762	0	-0.5961	0.018992	0.018954	0.863044	683	1	-0.5961
Pigc	4	0.98102	0.98102	1.0	18763	0	0.58777	0.31343	0.31307	1.0	5729	0	0.58777
Pus10	4	0.98102	0.98102	1.0	18764	0	0.6738	0.42673	0.42646	1.0	7813	0	0.6738
Gpr50	4	0.98109	0.98107	1.0	18765	0	0.47873	0.59506	0.59473	1.0	10967	0	0.47873
4930550C14Rik	4	0.9811	0.98109	1.0	18766	0	0.84346	0.30648	0.30596	1.0	5593	1	0.84346
Vmn2r88	4	0.98124	0.98123	1.0	18767	0	0.66274	0.39667	0.39645	1.0	7277	0	0.66274
2310050C09Rik	4	0.98132	0.98131	1.0	18768	0	0.53544	0.62118	0.62091	1.0	11464	0	0.53544
Klhl21	4	0.98135	0.98134	1.0	18769	0	0.54907	0.69248	0.69228	1.0	12806	0	0.54907
Arl14	4	0.98136	0.98134	1.0	18770	0	0.61666	0.39129	0.39101	1.0	7175	0	0.61666
Ipp	4	0.9814	0.98138	1.0	18771	0	0.71943	0.31968	0.31921	1.0	5845	0	0.71943
3110009E18Rik	4	0.9814	0.98138	1.0	18772	0	1.4963	0.0011158	0.0031238	0.429516	129	3	1.4963
Ano10	4	0.9814	0.98138	1.0	18773	0	0.82004	0.13902	0.15323	1.0	2764	1	0.82004
Rab11a	4	0.98146	0.98143	1.0	18774	0	0.78478	0.12677	0.14287	1.0	2577	1	0.78478
Fut7	4	0.98147	0.98144	1.0	18775	0	1.1627	0.018937	0.035552	0.983538	679	2	1.1627
Vwa5b1	4	0.98148	0.98145	1.0	18776	0	0.86379	0.21874	0.22294	1.0	4065	1	0.86379
Spink4	4	0.98152	0.98149	1.0	18777	0	0.71648	0.59981	0.59949	1.0	11050	0	0.71648
Mfap1a	1	0.98158	0.98166	1.0	18778	0	-0.5961	0.018415	0.01835	0.858689	662	1	-0.5961
Stag2	4	0.98159	0.98156	1.0	18779	0	0.44442	0.61866	0.61841	1.0	11414	0	0.44442
Kctd12b	4	0.98164	0.98162	1.0	18780	0	0.84164	0.36303	0.36268	1.0	6635	0	0.84164
Ppic	4	0.98169	0.98167	1.0	18781	0	0.71816	0.29557	0.29518	1.0	5394	1	0.71816
Runx2	4	0.98172	0.9817	1.0	18782	0	0.48625	0.52429	0.52391	1.0	9620	0	0.48625
Hoga1	4	0.98184	0.98183	1.0	18783	0	0.60335	0.50014	0.49982	1.0	9180	0	0.60335
Cul4a	4	0.98189	0.98188	1.0	18784	0	1.0159	0.038793	0.068944	1.0	1268	2	1.0159
Tmem140	4	0.98193	0.98192	1.0	18785	0	0.84379	0.11268	0.13125	1.0	2370	1	0.84379
Mettl25	4	0.98212	0.9821	1.0	18786	0	1.1561	0.0065159	0.014048	0.810448	323	2	1.1561
Trim69	4	0.98216	0.98213	1.0	18787	0	1.1484	0.028492	0.051621	1.0	957	2	1.1484
Nup43	1	0.98218	0.98225	1.0	18788	0	-0.5961	0.017825	0.017769	0.84723	647	1	-0.5961
Gm1587	4	0.98218	0.98215	1.0	18789	0	0.50202	0.23713	0.23983	1.0	4373	1	0.50202
Thop1	4	0.98229	0.98227	1.0	18790	0	0.86922	0.11606	0.13396	1.0	2420	1	0.86922
Eif4ebp2	4	0.98231	0.98228	1.0	18791	0	1.3064	0.00081132	0.0022959	0.361708	114	2	1.3064
Sox2	4	0.98238	0.98236	1.0	18792	0	0.52843	0.0057569	0.012723	0.796951	297	1	0.52843
Sele	4	0.98241	0.98239	1.0	18793	0	0.52622	0.47736	0.47715	1.0	8756	0	0.52622
Gpld1	4	0.98249	0.98246	1.0	18794	0	0.46459	0.72503	0.72479	1.0	13423	0	0.46459
Btbd35f16	1	0.98254	0.9826	1.0	18795	0	-0.5961	0.017463	0.017405	0.838452	638	1	-0.5961
Mdfi	4	0.98257	0.98256	1.0	18796	0	0.59552	0.47574	0.47551	1.0	8724	0	0.59552
Fmnl1	4	0.98261	0.9826	1.0	18797	0	0.74762	0.23998	0.24241	1.0	4421	1	0.74762
A830010M20Rik	4	0.98264	0.98263	1.0	18798	0	0.9098	0.057716	0.087011	1.0	1582	1	0.9098
Pbld1	4	0.98268	0.98267	1.0	18799	0	0.72632	0.24668	0.2487	1.0	4537	1	0.72632
Scnn1g	4	0.98272	0.98271	1.0	18800	0	0.80251	0.35403	0.35356	1.0	6475	0	0.80251
Zfp184	4	0.98282	0.98281	1.0	18801	0	0.56511	0.55974	0.55919	1.0	10319	0	0.56511
Tas2r135	4	0.98284	0.98283	1.0	18802	0	0.77551	0.29367	0.29335	1.0	5360	1	0.77551
Fam47e	4	0.9829	0.98289	1.0	18803	0	0.84235	0.24607	0.24813	1.0	4525	1	0.84235
Sval2	4	0.98291	0.9829	1.0	18804	0	0.92581	0.37084	0.37048	1.0	6785	0	0.92581
Fam166a	4	0.98292	0.98291	1.0	18805	0	0.95903	0.34247	0.34195	1.0	6268	0	0.95903
Mlycd	4	0.98296	0.98294	1.0	18806	0	0.80673	0.056535	0.086097	1.0	1565	1	0.80673
Ccl5	4	0.98296	0.98294	1.0	18807	0	0.9079	0.031918	0.057459	1.0	1060	2	0.9079
Cmtm2b	4	0.98297	0.98295	1.0	18808	0	0.82786	0.036547	0.065227	1.0	1197	1	0.82786
Gucy1b2	4	0.983	0.98298	1.0	18809	0	0.5189	0.024539	0.045009	1.0	850	1	0.5189
5730508B09Rik	4	0.9831	0.98307	1.0	18810	0	0.73227	0.21539	0.21992	1.0	4007	1	0.73227
Prl7b1	4	0.98312	0.98309	1.0	18811	0	0.73936	0.37782	0.37742	1.0	6920	0	0.73936
Ak8	4	0.98325	0.98323	1.0	18812	0	0.85891	0.1926	0.19951	1.0	3632	1	0.85891
Brms1l	4	0.98336	0.98332	1.0	18813	0	0.75398	0.27483	0.27523	1.0	5028	1	0.75398
Tnp2	4	0.98337	0.98333	1.0	18814	0	0.5229	0.21118	0.2161	1.0	3934	1	0.5229
Edrf1	4	0.98344	0.9834	1.0	18815	0	0.7938	0.064065	0.092012	1.0	1671	1	0.7938
Larp6	4	0.98345	0.9834	1.0	18816	0	0.62431	0.29701	0.29664	1.0	5418	1	0.62431
BC024978	4	0.98346	0.98342	1.0	18817	0	0.57192	0.06289	0.091078	1.0	1658	1	0.57192
Rpe65	4	0.98346	0.98342	1.0	18818	0	0.54616	0.63717	0.63692	1.0	11753	0	0.54616
Emx2	4	0.98351	0.98346	1.0	18819	0	0.98217	0.31517	0.31477	1.0	5759	0	0.98217
Cyp2c54	4	0.98358	0.98353	1.0	18820	0	0.91939	0.30383	0.30337	1.0	5543	1	0.91939
Safb	4	0.98365	0.98361	1.0	18821	0	1.1689	0.20021	0.20624	1.0	3747	1	1.1689
Srp72	1	0.98366	0.98371	1.0	18822	0	-0.5961	0.016335	0.016234	0.826473	605	1	-0.5961
Iqcf6	4	0.98367	0.98362	1.0	18823	0	0.54956	0.11645	0.13427	1.0	2428	1	0.54956
Zfp345	4	0.98372	0.98369	1.0	18824	0	0.76036	0.35035	0.34986	1.0	6403	0	0.76036
Leo1	4	0.98374	0.98372	1.0	18825	0	1.2662	0.0048095	0.011102	0.76271	273	2	1.2662
Mctp1	4	0.98375	0.98372	1.0	18826	0	1.1199	0.030943	0.05584	1.0	1025	2	1.1199
Hspb3	4	0.98375	0.98372	1.0	18827	0	0.45413	0.27395	0.27442	1.0	5014	1	0.45413
Lalba	4	0.98383	0.98379	1.0	18828	0	0.87332	0.073527	0.099563	1.0	1803	1	0.87332
Zc4h2	4	0.98383	0.9838	1.0	18829	0	0.7336	0.20853	0.21367	1.0	3881	1	0.7336
Fgr	4	0.9839	0.98387	1.0	18830	0	0.6835	0.093784	0.11585	1.0	2086	1	0.6835
Tesk2	4	0.98392	0.98389	1.0	18831	0	0.54685	0.32173	0.32123	1.0	5885	0	0.54685
Sel1l	4	0.98393	0.9839	1.0	18832	0	2.1919	2.3336e-06	8.4532e-06	0.005446	30	2	2.1919
Snca	4	0.98394	0.98391	1.0	18833	0	0.59291	0.68776	0.68754	1.0	12707	0	0.59291
Cd3e	4	0.98399	0.98395	1.0	18834	0	0.73884	0.28135	0.28156	1.0	5142	1	0.73884
Hells	4	0.98404	0.98401	1.0	18835	0	1.6903	0.00027289	0.00084096	0.195813	78	3	1.6903
Atp4a	4	0.98409	0.98405	1.0	18836	0	0.53853	0.37632	0.37587	1.0	6892	0	0.53853
Zic2	4	0.98416	0.98412	1.0	18837	0	0.9866	0.29841	0.29805	1.0	5447	1	0.9866
Tmem109	4	0.98418	0.98414	1.0	18838	0	0.48412	0.4374	0.43716	1.0	8021	0	0.48412
Lats1	4	0.98419	0.98415	1.0	18839	0	0.89372	0.18866	0.19603	1.0	3570	1	0.89372
Klri1	4	0.98426	0.98423	1.0	18840	0	0.56703	0.6656	0.66542	1.0	12275	0	0.56703
Atox1	4	0.9843	0.98427	1.0	18841	0	0.42167	0.75835	0.75805	1.0	14037	0	0.42167
Ankrd49	1	0.98454	0.98456	1.0	18842	0	-0.5961	0.015463	0.015356	0.813567	581	1	-0.5961
Tusc2	4	0.98458	0.98455	1.0	18843	0	0.60802	0.39136	0.39108	1.0	7176	0	0.60802
Spopl	4	0.9846	0.98457	1.0	18844	0	1.2222	0.0028257	0.0076158	0.631687	218	2	1.2222
Abca15	4	0.98467	0.98464	1.0	18845	0	0.56737	0.25084	0.25259	1.0	4601	1	0.56737
Tbck	4	0.98467	0.98464	1.0	18846	0	0.78633	0.2884	0.2883	1.0	5266	1	0.78633
Ptpn12	4	0.98472	0.98469	1.0	18847	0	0.9799	0.206	0.21142	1.0	3834	1	0.9799
Syt9	4	0.98474	0.98471	1.0	18848	0	0.79214	0.16139	0.17226	1.0	3130	1	0.79214
Ceacam16	4	0.98477	0.98474	1.0	18849	0	0.69408	0.14266	0.15628	1.0	2815	1	0.69408
Hltf	4	0.98478	0.98475	1.0	18850	0	0.6505	0.38348	0.38312	1.0	7024	0	0.6505
Mbd2	4	0.98483	0.9848	1.0	18851	0	0.85553	0.22128	0.2252	1.0	4108	1	0.85553
Dync1i1	4	0.98492	0.98489	1.0	18852	0	0.64062	0.41601	0.41581	1.0	7637	0	0.64062
Gm7102	4	0.98498	0.98494	1.0	18853	0	0.69586	0.10687	0.12644	1.0	2281	1	0.69586
Pcdha8	4	0.98502	0.98499	1.0	18854	0	0.43105	0.71477	0.71439	1.0	13224	0	0.43105
Tpd52l1	4	0.98503	0.985	1.0	18855	0	0.74457	0.40398	0.40383	1.0	7413	0	0.74457
Proc	4	0.98508	0.98504	1.0	18856	0	0.77126	0.27845	0.27874	1.0	5091	1	0.77126
Ldlrad3	4	0.9852	0.98518	1.0	18857	0	0.69935	0.48651	0.48629	1.0	8928	0	0.69935
Pkdcc	4	0.98522	0.9852	1.0	18858	0	0.84314	0.29606	0.2957	1.0	5403	1	0.84314
Prss34	4	0.98523	0.98521	1.0	18859	0	0.71218	0.29458	0.29423	1.0	5375	1	0.71218
Gpr142	4	0.98524	0.98522	1.0	18860	0	0.88751	0.29903	0.29865	1.0	5458	1	0.88751
1700034E13Rik	4	0.98528	0.98525	1.0	18861	0	1.058	0.023179	0.042721	0.987404	819	2	1.058
Bdnf	4	0.98534	0.98531	1.0	18862	0	0.5196	0.13339	0.14837	1.0	2683	1	0.5196
Tfap2b	4	0.9854	0.98537	1.0	18863	0	0.64797	0.36169	0.36131	1.0	6608	0	0.64797
Spata18	4	0.98544	0.98541	1.0	18864	0	0.59863	0.58488	0.58455	1.0	10781	0	0.59863
Snrnp70	2	0.98544	0.98552	1.0	18865	0	0.12491	0.073247	0.075808	1.0	1799	1	0.12491
Plekha3	4	0.98545	0.98541	1.0	18866	0	0.75865	0.36215	0.36177	1.0	6617	0	0.75865
Fat2	4	0.9855	0.98547	1.0	18867	0	0.69985	0.10361	0.12374	1.0	2226	1	0.69985
Cebpb	4	0.98553	0.9855	1.0	18868	0	1.2988	0.0083296	0.017215	0.838005	383	2	1.2988
Lmbr1	4	0.98556	0.98553	1.0	18869	0	0.93239	0.03116	0.056219	1.0	1034	1	0.93239
Olfr525	4	0.98566	0.98562	1.0	18870	0	0.98807	0.11434	0.1326	1.0	2393	1	0.98807
Ercc6l	2	0.98569	0.98576	1.0	18871	0	0.25052	0.013599	0.020333	0.868877	532	1	0.25052
Herc6	4	0.98572	0.98567	1.0	18872	0	0.67871	0.35244	0.35192	1.0	6442	0	0.67871
Gm5938	4	0.9858	0.98575	1.0	18873	0	0.60866	0.54067	0.54021	1.0	9940	0	0.60866
Chd7	4	0.98581	0.98576	1.0	18874	0	0.68638	0.5268	0.52641	1.0	9671	0	0.68638
Zdhhc1	4	0.98585	0.9858	1.0	18875	0	0.52644	0.40653	0.4063	1.0	7455	0	0.52644
Zfp455	4	0.9859	0.98586	1.0	18876	0	1.2458	0.0009835	0.0027657	0.414345	120	2	1.2458
Akap17b	4	0.98591	0.98587	1.0	18877	0	0.85352	0.087487	0.11074	1.0	1994	1	0.85352
Gpr82	4	0.98596	0.98592	1.0	18878	0	0.75216	0.36073	0.36036	1.0	6595	0	0.75216
Cyp26a1	4	0.98597	0.98594	1.0	18879	0	0.95991	0.425	0.42477	1.0	7790	0	0.95991
Sncaip	4	0.98602	0.98599	1.0	18880	0	0.4525	0.081559	0.10604	1.0	1912	1	0.4525
Mamdc2	4	0.98605	0.98602	1.0	18881	0	0.49322	0.64179	0.64159	1.0	11838	0	0.49322
S1pr2	4	0.98606	0.98603	1.0	18882	0	1.1169	0.03989	0.070808	1.0	1300	2	1.1169
Ocm	4	0.98606	0.98604	1.0	18883	0	0.43549	0.67062	0.67043	1.0	12360	0	0.43549
Nudt5	4	0.98606	0.98604	1.0	18884	0	0.88408	0.23169	0.23477	1.0	4279	1	0.88408
Yars2	1	0.98609	0.98611	1.0	18885	0	-0.5961	0.013907	0.013804	0.808386	539	1	-0.5961
Thap1	4	0.98611	0.98609	1.0	18886	0	0.72677	0.14576	0.15891	1.0	2863	1	0.72677
Sec16b	4	0.98614	0.98612	1.0	18887	0	1.3445	0.01816	0.034243	0.983538	651	2	1.3445
Dsg3	4	0.98614	0.98612	1.0	18888	0	0.60062	0.5737	0.57314	1.0	10569	0	0.60062
Acot12	4	0.98619	0.98616	1.0	18889	0	0.91698	0.33834	0.33783	1.0	6195	0	0.91698
Timm8a2	4	0.98627	0.98622	1.0	18890	0	0.79511	0.15909	0.17033	1.0	3095	1	0.79511
Kcnj11	4	0.98632	0.98627	1.0	18891	0	0.6881	0.12634	0.1425	1.0	2570	1	0.6881
Scn2b	4	0.98634	0.98629	1.0	18892	0	0.77798	0.31735	0.3169	1.0	5801	0	0.77798
Gins1	1	0.98635	0.98637	1.0	18893	0	-0.5961	0.013652	0.013544	0.803909	533	1	-0.5961
Cxcl15	4	0.98637	0.98632	1.0	18894	0	0.73267	0.60609	0.60574	1.0	11170	0	0.73267
Cyp1b1	4	0.98654	0.98648	1.0	18895	0	0.92406	0.087837	0.11102	1.0	1998	1	0.92406
Olfr1418	4	0.98656	0.98649	1.0	18896	0	1.0532	0.011207	0.022258	0.886935	467	2	1.0532
Gbx1	4	0.98657	0.9865	1.0	18897	0	0.91495	0.37126	0.37088	1.0	6792	0	0.91495
Srpr	4	0.98658	0.98651	1.0	18898	0	0.66334	0.29619	0.29582	1.0	5406	1	0.66334
Tmem44	4	0.98667	0.98659	1.0	18899	0	0.96032	0.033581	0.06024	1.0	1107	2	0.96032
Zfp280d	4	0.98667	0.9866	1.0	18900	0	0.71426	0.12963	0.14527	1.0	2623	1	0.71426
Npy2r	4	0.98669	0.98661	1.0	18901	0	0.65187	0.23353	0.23649	1.0	4317	1	0.65187
Vmn1r59	3	0.9867	0.98684	1.0	18902	0	0.88158	0.21688	0.21687	1.0	4031	1	0.88158
Ptpn4	4	0.98671	0.98664	1.0	18903	0	1.0944	0.24507	0.24718	1.0	4509	1	1.0944
Pttg1ip	4	0.98672	0.98665	1.0	18904	0	0.58387	0.033621	0.060304	1.0	1109	1	0.58387
Dgkb	3	0.98675	0.98689	1.0	18905	0	0.84055	0.3101	0.30991	1.0	5663	0	0.84055
Atp1b2	4	0.98679	0.98673	1.0	18906	0	0.73013	0.41425	0.41402	1.0	7606	0	0.73013
Pcdhgb2	4	0.9868	0.98673	1.0	18907	0	0.48674	0.40362	0.40349	1.0	7405	0	0.48674
Cypt14	4	0.98687	0.9868	1.0	18908	0	1.0607	0.01093	0.021773	0.876052	458	1	1.0607
Olfr945	4	0.98693	0.98687	1.0	18909	0	1.0441	0.2597	0.26094	1.0	4757	1	1.0441
Gfpt2	4	0.98706	0.987	1.0	18910	0	0.50024	0.12532	0.14167	1.0	2557	1	0.50024
Atn1	4	0.98708	0.98702	1.0	18911	0	1.2543	0.027764	0.050447	1.0	938	2	1.2543
Olfr728	4	0.98709	0.98704	1.0	18912	0	0.51165	0.5455	0.54497	1.0	10045	0	0.51165
Snrpn	4	0.98713	0.98708	1.0	18913	0	0.6055	0.26577	0.26663	1.0	4860	1	0.6055
Stk24	4	0.98724	0.98719	1.0	18914	0	0.74372	0.4042	0.40403	1.0	7417	0	0.74372
Cbarp	4	0.98728	0.98722	1.0	18915	0	0.86162	0.14943	0.16199	1.0	2927	1	0.86162
Rdh19	4	0.9874	0.98736	1.0	18916	0	0.86546	0.33111	0.33062	1.0	6056	0	0.86546
Ube2s	4	0.98741	0.98737	1.0	18917	0	1.3649	0.025649	0.046902	1.0	880	2	1.3649
Hoxa2	4	0.98746	0.98744	1.0	18918	0	0.57207	0.074895	0.10064	1.0	1820	1	0.57207
Pes1	2	0.98748	0.98751	1.0	18919	0	0.24553	0.16217	0.16202	1.0	3143	1	0.24553
Rin1	4	0.98752	0.98749	1.0	18920	0	0.91911	0.039362	0.069889	1.0	1287	1	0.91911
Vmn1r89	4	0.98756	0.98753	1.0	18921	0	0.79777	0.19347	0.20028	1.0	3650	1	0.79777
Jarid2	4	0.98759	0.98756	1.0	18922	0	1.1129	0.042232	0.074616	1.0	1364	2	1.1129
Olfr1308	4	0.98767	0.98765	1.0	18923	0	0.60897	0.357	0.35654	1.0	6526	0	0.60897
F830045P16Rik	4	0.98779	0.98778	1.0	18924	0	0.82028	0.35426	0.3538	1.0	6480	0	0.82028
Cacnb4	4	0.9878	0.98778	1.0	18925	0	0.6507	0.26938	0.27	1.0	4934	1	0.6507
Sulf2	4	0.98782	0.98781	1.0	18926	0	0.77396	0.24442	0.24655	1.0	4499	1	0.77396
Hmox2	4	0.98783	0.98782	1.0	18927	0	0.55657	0.50383	0.50348	1.0	9247	0	0.55657
1700012P22Rik	4	0.98797	0.98797	1.0	18928	0	1.0213	0.012739	0.02486	0.909925	508	2	1.0213
Dmrtc1b	4	0.988	0.988	1.0	18929	0	0.49087	0.47309	0.47289	1.0	8668	0	0.49087
Plpp6	4	0.98801	0.98801	1.0	18930	0	0.51865	0.67878	0.67861	1.0	12521	0	0.51865
Pold1	1	0.98805	0.98809	1.0	18931	0	-0.5961	0.011948	0.011862	0.787809	484	1	-0.5961
Hao2	4	0.98806	0.98805	1.0	18932	0	0.61169	0.5325	0.53199	1.0	9789	0	0.61169
Plpp5	4	0.98807	0.98807	1.0	18933	0	0.94645	0.17685	0.18565	1.0	3377	1	0.94645
Igbp1b	4	0.98807	0.98807	1.0	18934	0	0.84009	0.28744	0.28736	1.0	5252	1	0.84009
Ociad2	4	0.9881	0.98809	1.0	18935	0	0.61116	0.38217	0.3818	1.0	7000	0	0.61116
Olfr1247	4	0.98816	0.98815	1.0	18936	0	0.6776	0.03226	0.058045	1.0	1070	1	0.6776
Amph	4	0.98817	0.98816	1.0	18937	0	0.79274	0.3146	0.31422	1.0	5745	0	0.79274
Grk3	4	0.98823	0.98823	1.0	18938	0	0.77591	0.34976	0.34926	1.0	6394	0	0.77591
Olfr183	4	0.98824	0.98823	1.0	18939	0	0.87198	0.38884	0.38853	1.0	7127	0	0.87198
Dnajc1	4	0.98829	0.98829	1.0	18940	0	0.66198	0.084627	0.10849	1.0	1957	1	0.66198
Cd209d	4	0.98852	0.98852	1.0	18941	0	0.83629	0.044507	0.07663	1.0	1405	1	0.83629
Chmp1a	4	0.98862	0.98862	1.0	18942	0	1.274	0.0086456	0.017799	0.84723	394	2	1.274
Paxip1	4	0.98867	0.98868	1.0	18943	0	0.73947	0.26815	0.26886	1.0	4909	1	0.73947
Myo16	4	0.98868	0.98868	1.0	18944	0	0.9437	0.041307	0.073123	1.0	1339	2	0.9437
Crtc3	4	0.98881	0.9888	1.0	18945	0	0.84079	0.11894	0.13634	1.0	2468	1	0.84079
Acyp1	4	0.98885	0.98883	1.0	18946	0	0.61225	0.012473	0.024405	0.904869	499	1	0.61225
Bcl2a1b	4	0.98887	0.98885	1.0	18947	0	0.52814	0.31711	0.31666	1.0	5798	0	0.52814
Tas2r122	4	0.98903	0.98902	1.0	18948	0	1.0202	0.016719	0.031808	0.966537	619	1	1.0202
Ssr2	4	0.98904	0.98903	1.0	18949	0	0.7761	0.23941	0.24191	1.0	4412	1	0.7761
Rpusd2	4	0.98906	0.98905	1.0	18950	0	1.4431	0.0010662	0.0029891	0.426212	124	2	1.4431
Etnk2	4	0.98908	0.98906	1.0	18951	0	0.60807	0.25915	0.26043	1.0	4745	1	0.60807
Tha1	4	0.98908	0.98907	1.0	18952	0	1.1339	0.033538	0.060165	1.0	1106	2	1.1339
Prorsd1	4	0.98909	0.98908	1.0	18953	0	1.1027	0.0084783	0.017474	0.838452	386	2	1.1027
R3hdm1	4	0.9891	0.98909	1.0	18954	0	1.3932	0.0015715	0.0043257	0.488883	158	2	1.3932
Evl	4	0.98917	0.98916	1.0	18955	0	1.1882	0.015143	0.029091	0.948082	573	2	1.1882
Alg12	4	0.98932	0.9893	1.0	18956	0	1.4411	0.00062674	0.0018036	0.319487	100	3	1.4411
Tpte	4	0.98934	0.98932	1.0	18957	0	1.0088	0.32729	0.32679	1.0	5987	0	1.0088
Cfap69	4	0.98934	0.98933	1.0	18958	0	0.61836	0.18696	0.19453	1.0	3539	1	0.61836
Dhx8	1	0.98938	0.98941	1.0	18959	0	-0.5961	0.01062	0.010554	0.737767	447	1	-0.5961
Vti1a	4	0.98953	0.98949	1.0	18960	0	0.81373	0.3044	0.30393	1.0	5554	1	0.81373
Nme8	4	0.98954	0.98951	1.0	18961	0	1.0093	0.028672	0.051941	1.0	961	2	1.0093
Olfr231	4	0.98959	0.98955	1.0	18962	0	1.1117	0.026217	0.047845	1.0	899	2	1.1117
Fads3	4	0.98962	0.98958	1.0	18963	0	0.79462	0.45538	0.45518	1.0	8355	0	0.79462
Cpeb4	4	0.98977	0.98973	1.0	18964	0	1.6005	0.0003419	0.0010249	0.225079	83	3	1.6005
Eral1	1	0.98978	0.98978	1.0	18965	0	-0.5961	0.010217	0.010135	0.737767	436	1	-0.5961
Csf1	4	0.98979	0.98976	1.0	18966	0	0.65098	0.54181	0.54134	1.0	9965	0	0.65098
Slc30a10	4	0.98981	0.98977	1.0	18967	0	0.89127	0.25386	0.25544	1.0	4655	1	0.89127
Csrp2	4	0.98981	0.98979	1.0	18968	0	0.90503	0.17834	0.18696	1.0	3403	1	0.90503
Gpr107	4	0.98983	0.9898	1.0	18969	0	0.85901	0.24733	0.24929	1.0	4545	1	0.85901
Olfr914	4	0.98991	0.98988	1.0	18970	0	0.69164	0.43709	0.43685	1.0	8013	0	0.69164
Adprhl2	4	0.98998	0.98995	1.0	18971	0	0.82617	0.3355	0.335	1.0	6143	0	0.82617
Ino80c	4	0.99	0.98997	1.0	18972	0	0.86864	0.089839	0.11263	1.0	2024	1	0.86864
Ier3ip1	4	0.99	0.98997	1.0	18973	0	0.90644	0.040555	0.071891	1.0	1315	2	0.90644
Irf3	4	0.99004	0.99001	1.0	18974	0	0.83557	0.089989	0.11273	1.0	2027	1	0.83557
Shbg	4	0.99006	0.99003	1.0	18975	0	0.99129	0.17588	0.18484	1.0	3361	1	0.99129
Rims3	4	0.99011	0.99009	1.0	18976	0	0.66083	0.63339	0.63316	1.0	11679	0	0.66083
Pim1	4	0.99017	0.99014	1.0	18977	0	1.1807	0.0059261	0.013019	0.796951	303	2	1.1807
Olfr248	4	0.99017	0.99015	1.0	18978	0	0.8326	0.46226	0.46204	1.0	8472	0	0.8326
Vmn2r4	4	0.99021	0.9902	1.0	18979	0	0.81922	0.39166	0.39137	1.0	7183	0	0.81922
Shisa2	4	0.99022	0.9902	1.0	18980	0	1.0226	0.23858	0.24113	1.0	4397	1	1.0226
Rhox4g	4	0.99036	0.99036	1.0	18981	0	0.77459	0.1319	0.14712	1.0	2663	1	0.77459
Hes5	3	0.99036	0.99048	1.0	18982	0	0.99277	0.16794	0.16998	1.0	3236	1	0.99277
Mypop	4	0.99037	0.99038	1.0	18983	0	1.0521	0.018854	0.035406	0.983538	676	2	1.0521
Stpg2	4	0.99038	0.99038	1.0	18984	0	0.73292	0.31262	0.31223	1.0	5713	1	0.73292
Mep1b	4	0.9904	0.9904	1.0	18985	0	0.71651	0.52946	0.52904	1.0	9728	0	0.71651
Stag1	4	0.99056	0.99055	1.0	18986	0	1.1941	0.0057387	0.012695	0.796951	296	2	1.1941
Meox1	4	0.99057	0.99056	1.0	18987	0	1.0177	0.061662	0.090116	1.0	1639	1	1.0177
Srrm4	4	0.99062	0.99061	1.0	18988	0	0.57884	0.52742	0.52698	1.0	9686	0	0.57884
Iqcg	4	0.99067	0.99067	1.0	18989	0	0.74385	0.62116	0.62089	1.0	11463	0	0.74385
Marcks	4	0.99076	0.99076	1.0	18990	0	1.1485	0.017151	0.032544	0.970595	631	2	1.1485
Phf11d	4	0.99078	0.99077	1.0	18991	0	1.0343	0.31286	0.31248	1.0	5718	0	1.0343
Pls3	4	0.99087	0.99088	1.0	18992	0	0.70627	0.41101	0.4108	1.0	7537	0	0.70627
Fabp9	4	0.99088	0.99089	1.0	18993	0	0.6095	0.10771	0.12714	1.0	2294	1	0.6095
Ceacam15	4	0.99091	0.99092	1.0	18994	0	0.98321	0.017326	0.032863	0.974668	633	2	0.98321
Pdha1	4	0.99097	0.99098	1.0	18995	0	1.4504	0.0020368	0.005607	0.54968	185	2	1.4504
Slc35g1	4	0.99099	0.991	1.0	18996	0	0.75205	0.55721	0.55666	1.0	10266	0	0.75205
Hr	4	0.99106	0.99107	1.0	18997	0	0.96005	0.39358	0.39331	1.0	7218	0	0.96005
Olfr802	4	0.99107	0.99108	1.0	18998	0	0.92326	0.31472	0.31434	1.0	5748	0	0.92326
Hes2	4	0.9911	0.99112	1.0	18999	0	0.84656	0.34813	0.3476	1.0	6365	0	0.84656
Trf	4	0.99112	0.99114	1.0	19000	0	0.61605	0.63574	0.63545	1.0	11721	0	0.61605
Ldlrad4	4	0.99114	0.99115	1.0	19001	0	0.61579	0.58843	0.5881	1.0	10845	0	0.61579
Hk3	4	0.99116	0.99117	1.0	19002	0	1.0836	0.3785	0.37808	1.0	6928	0	1.0836
Gabra6	4	0.99119	0.99121	1.0	19003	0	0.84201	0.43145	0.43118	1.0	7898	0	0.84201
